country,year,party,text,language
fr,2012,fn,illégalement en France sera expulsée.,fr
fr,2012,fn,"Les manifestations de soutien aux clandestins seront interdites. La possibilité, dans le droit français, de régulariser les immigrés clandestins sera supprimée. Les pompes aspirantes de l’immigration clandestine seront supprimées, telle que l’Aide médicale d’État, réservée aux migrants clandestins et qui leur permet de se faire soigner gratuitement en France.",fr
fr,2012,fn,"Suppression du droit du sol et réforme en profondeur du Code de la nationalité française. La naturalisation se mérite et sera soumise à des conditions strictes de présence paisible et prolongée sur le territoire, en situation légale, de maîtrise de la langue française et de preuve d’assimilation. Plus généralement, la double nationalité ne sera plus autorisée en dehors des cas de double nationalité avec un autre pays européen.",fr
fr,2012,fn,"Les étrangers en situation légale qui ne trouvent pas de travail seront incités à retourner dans leur pays au bout d’un an d’inactivité et leurs cotisations retraites leur seront restituées sous forme de capital. En matière de logement social, à situation égale, le logement sera d’abord proposé aux personnes ayant la nationalité française. Les allocations familiales seront réservées aux familles dont un parent au moins est français ou européen.",fr
fr,2012,fn,Le racisme anti-Français comme motivation d’un crime ou d’un délit sera considéré comme une circonstance particulièrement aggravante et alourdira donc la peine encourue.,fr
fr,2012,fn,Les peines d’emprisonnement prononcées contre des étrangers seront exécutées dans leur pays,fr
fr,2012,fn,"La priorité nationale sera appliquée à tous les Français, quelle que soit leur origine. Les entreprises se verront incitées à embaucher en priorité, à compétences égales, des personnes ayant la nationalité française. Les administrations respecteront également ce principe, et la liste des emplois dits « de souveraineté » sera élargie, notamment dans les secteurs régaliens où les professions seront réservées aux personnes ayant la nationalité française. Les étrangers qui travaillent et qui cotisent bénéficieront du fruit normal de leurs cotisations.",fr
fr,2012,fn,"d’origine grâce à des accords bilatéraux passés avec les pays dont sont originaires les ressortissants les plus représentés dans les statistiques françaises de la délinquance. Dans tous les cas, rétablissement des expulsions dans leur pays d’origine des étrangers condamnés pénalement.",fr
fr,2012,fn,"Une politique de coopération renforcée sera mise en oeuvre, notamment avec les pays d’Afrique. Les aides au développement seront subordonnées à une coopération étroite avec les autorités françaises, s’agissant des flux migratoires et des procédures d’expulsion des clandestins vers leur pays d’origine. La France devra retrouver la maîtrise de ses frontières, de préférence au sein d’une association libre d’États européens partageant la même vision et les mêmes intérêts sur des sujets tels que l’immigration ou les règles devant régir les échanges extérieurs et la circulation des capitaux. Stopper l’immigration et instaurer la priorité nationale pour l’emploi, le logement et les aides sociales.",fr
fr,2007,udf,LA FRANCE ENSEMBLE,fr
fr,2007,udf,COMMENT MAÎTRISER CE PHÉNOMÈNE SUR UN TERRITOIRE DE LIBRE CIRCULATION DES HOMMES ?,fr
fr,2007,udf,"-L'immigration : il faut construire une politique commune de visas, de lutte contre l'immigration clandestine mais aussi, corollaire indispensable, de codéveloppement avec les pays d'origine. Avant d’accueillir une nouvelle main- d’oeuvre étrangère, il faut d’abord offrir leur chance aux millions d’exclus qui, aujourd’hui, désespèrent de retrouver leur place et leur dignité dans les pays européens. L' « immigration choisie » est au mieux un slogan, au pire un leurre. Nous lui préférons une politique d’échanges équilibrés. Sans attendre la mise en place de cette politique européenne, nous avons besoin de mieux coordonner les services concernés, aujourd’hui éclatés entre plusieurs ministères. Nous y gagnerions en lisibilité et en efficacité, c’est-à-dire en vision prospective.",fr
fr,2007,udf,"La politique nationale d’immigration s’adresse d’abord aux pays d’émigration : nous devons la bâtir pour partie avec eux, sur des principes clairs et certains : la maîtrise de l’immigration clandestine, en métropole et peut-être plus encore dans les Dom-Tom, qui doit être assortie de réponses rapides ; la lutte contre les filières et les trafics d’êtres humains ; la lutte contre le travail clandestin ; la mise en oeuvre de partenariats et d’accord de coopération avec les pays concernés qui dépassent la seule logique des subventions, qui se préoccupent d’abord des femmes et des hommes, qui facilitent les aller-retour et associent les diasporas.",fr
fr,2007,udf,"Elle doit également s’accompagner d’une intégration réelle : un contrat d’intégration c'est bien, il y a encore mieux : un programme d’intégration. Il doit porter sur deux aspects : la langue française, et les valeurs de société qui sont les nôtres. élever au niveau européen les questions de défense et d’immigration",fr
fr,2002,ps,"Humaniser les cites, supprimer les ghettos. Pareil objectif necessite un investissement financier et humain massif. Parce que dans les ""cites-dortoirs"" des annees 1970 se concentrent souvent les injustices et les difficultes, nous proposons un plan d'envergure sur 5 ans pour transformer ces cites en vrais quartiers, dans de vraies villes. Pour qu'il y fasse bon vivre, Face a la progression de l'individualisme et du chacun pour soi, face aux risques du communautarisme, il nous faut inventer une nouvelle Republique citoyenne. Une Republique laique, qui protege ses citoyens des discriminations, qui rapproche les decisions de la population, qui democratise ses institutions, qui responsabilise les acteurs sociaux.",fr
fr,2002,ps,Un magnifique sursaut civique a eu lieu pour rejeter l'intolérance et la xénophobie.,fr
fr,2002,ps,"Dans les grandes agglomérations, des cités concentrent les difficultés au point qu'elles deviennent des ghettos sociaux, parfois ethniques, où les habitants voient leurs conditions de vie se dégrader. Les territoires ruraux, de leur côté, sont menacés par la dévitalisation, les pertes d'emplois et l'éloignement des services publics.",fr
fr,2002,ps,"ous voulons lutter sans merci contre toutes les discriminations -au logement, à l'emploi, aux loisirs- qu'elles soient fondées sur la couleur, le nom, l'origine, le sexe, le handicap ou l'orientation sexuelle.",fr
fr,2002,ps,Rendre réelle la citoyenneté de résidence pour les étrangers Nous proposerons le droit de vote pour les résidents étrangers aux élections locales,fr
fr,2002,ps,La France doit faire respecter la diversité culturelle. Les œuvres culturelles ne sont pas des marchandises.,fr
fr,2002,ps,Mettre les droits et la solidarité au cœur de la mondialisation,fr
fr,2002,ps,"Porteuse de développement économique, de métissage culturel, de circulation des idées et des informations, la mondialisation est aussi source d'accroissement des inégalités parce qu'elle est dominée par la logique financière et libérale.",fr
fr,2002,ps,"L'extremisme, le fanatisme, le terrorisme se nourrissent des inegalites et de la misere. La solidarite ne doit pas s'arreter  a  nos frontieres. Aider les pays du Sud est une exigence morale et une condition de la paix alors que le continent africain continue de s'enfoncer dans la misere.",fr
fr,2002,mnr,IMMIGRATION,fr
fr,2002,mnr,Empêcher toute nouvelle immigration,fr
fr,2002,mnr,133. Rétablir les frontières et renforcer les contrôles de façon à empêcher l'entrée des immigrés clandestins. 134. Créer un corps de défense des frontières et de contrôle des étrangers spécialisé dans la recherche et l'arrestation des immigrés clandestins. 135. Assurer un contrôle sanitaire aux frontières pour interdire l'accès du territoire aux étrangers porteurs de graves maladies contagieuses. 136. Mettre un terme au regroupement familial en France et en inverser le sens en direction des pays d'origine. 137. Empêcher le faux tourisme en demandant aux prétendus touristes issus des pays d'émigration le versement d'une caution prévue pour leur être restituée s'ils quittent le territoire. 138. Redonner son sens au droit d'asile en le réservant strictement aux personnes persécutées du fait de leur engagement politique et cela dans la limite d'un quota annuel. 139. Assortir les inscriptions universitaires d'un enga-gement de retour au pays pour tout ressortissant extra-européen ou assimilé souhaitant poursuivre des études en France.,fr
fr,2002,mnr,Supprimer les incitations à l'immigration,fr
fr,2002,mnr,"140. Réserver les allocations familiales aux familles françaises afin de soutenir la natalité des Français sans assurer une rente aux familles étrangères déja nombreuses. 141. Ne verser les aides sociales qu'aux seuls Fran-çais car l'État est responsable de ses propres citoyens et non de la planète entière. 142. Assurer aux Français la priorité d'accès aux loge-ments sociaux qui, du fait des critères de sélection, sont actuellement attribués majoritairement aux étrangers. 143. Instaurer la préférence nationale à l'embauche car, à compétence égale, il est juste que les Français soient prioritaires dans leur propre pays. 144. Imposer la priorité de licenciement pour les étrangers en cas de suppression collective d'emplois. 145. Soumettre le recrutement d'étrangers à une autorisation administrative pour s'assurer qu'aucun chômeur français ne correspond au poste. 146. Créer une taxe de préférence sur le salaire des étrangers afin d'inciter les entreprises à recourir prioritairement à la main-d'œuvre française. 147. Réprimer le travail clandestin en sanctionnant très lourdement les entreprises qui recourent à cette main-d'œuvre illégale.",fr
fr,2002,mnr,Combattre la colonisation immigrée,fr
fr,2002,mnr,"148. Réformer le code de la nationalité pour le refonder sur le principe de la filiation conformément au principe ""être français cela s'hérite ou se mérite"". 149. Abroger le droit du sol qui conduit à offrir automatiquement la nationalité française à toute personne née sur le sol national. 150. Établir la naturalisation comme seule procédure d'acquisition de la nationalité française et soumettre celle-ci à des critères stricts d'assimilation. 151. Instaurer la prestation de serment pour les natu-ralisés afin de s'assurer de leur sentiment patriotique et de conférer une certaine solennité à leur entrée dans la communauté nationale. 152. Rendre impossible la double nationalité car, comme tout amour, celui de la patrie est exclusif. 153. Mettre fin aux mariages de convenance en étendant les pouvoirs d'investigation du maire et en réprimant cette pratique avec une plus grande sévérité. 154. Contrôler strictement les associations étrangères et dissoudre celles qui mettent en péril l'identité française. 155. Réglementer la propriété étrangère en la subordonnant à des autorisations préalables afin d'éviter la colonisation de quartiers ou de villages. 156. Refuser la construction de mosquées monumentales qui, contrairement aux salles de prière, participent d'une colonisation spirituelle de notre pays. 157. Interdire le port du tchador à l'école publique et tous les signes religieux ostentatoires conformément au principe républicain de laïcité. 158. Ignorer les interdits alimentaires dans les cantines car ce sont les étrangers qui doivent s'adapter aux traditions françaises et non l'inverse.",fr
fr,2002,mnr,Organiser le retour des immigrés,fr
fr,2002,mnr,"159. Rechercher les étrangers hors-la-loi en multipliant les enquêtes et les contrôles d'identité par les forces de police. 160. Expulser les clandestins en se dotant des moyens légaux et logistiques propres à rendre effective cette mesure essentielle à la défense de notre peuple. 161. Bannir les délinquants et criminels étrangers à l'expiration de leur peine car ils ont violé l'hospitalité française en transgressant nos lois. 162. Élargir le principe de la déchéance de la nationalité, lequel permet de retirer leur nationalité aux personnes qui, l'ayant acquise récemment, ont ensuite démontré par leur crimes ou leurs délits qu'elles en étaient indignes. 163. Organiser le rapatriement des chômeurs étrangers en fin de droit pour éviter qu'ils n'entrent en concurrence avec les chômeurs français. 164. Assurer le départ des étrangers sans ressources légales, régulières et suffisantes, car l'État ne peut pas entretenir aux frais des Français les pauvres de la planète entière. 165. Verser les retraites dues aux étrangers dans leur pays d'origine afin de faciliter leur retour chez eux. 166. Instaurer la carte de séjour d'un an non automatiquement renouvelable en remplacement de la carte de séjour de dix ans de façon à maîtriser le calendrier du retour des immigrés. 167. Cesser progressivement de renouveler les cartes de séjour afin de mettre en œuvre le retour progressif des étrangers dans leur pays d'origine.",fr
fr,2002,mnr,Coopérer avec les pays d'émigration,fr
fr,2002,mnr,"168. Réclamer une maîtrise internationale des mouvements de population qui déstabilisent l'ensemble de la planète et devraient donc être combattus à l'échelle mondiale. 169. Signer des conventions bilatérales de retour avec les pays d'émigration pour gérer avec eux le retour sur leur sol de leurs ressortissants. 170. Aider les pauvres du tiers monde chez eux par une politique de coopération généreuse. 171. Favoriser la réinstallation des immigrés dans leur pays d'origine en valorisant chez eux leur savoir-faire professionnel acquis en France. 172. Ne pas appliquer cette politique d'immigration aux Européens, mais uniquement aux ressortissants des pays du tiers monde dont l'émigration massive représente un véritable danger pour notre pays.",fr
fr,2007,vg,"Les objectifs sont d’une part de parvenir à une « récupération » linguistique, c’est-à-dire, un rétablissement du bilinguisme dans tous les secteurs de la vie publique et privée dans les régions historiquement concernées, et d’autre part de permettre aux langues minoritaires parlées par les populations issues de l’immigration et des diasporas d’être transmises en toute dignité à leurs descendants.",fr
fr,2007,vg,"La Loi de sécurité intérieure et ses mesures discriminantes contre les gens du voyage, les personnes sans domicile, les jeunes, les prostitué-es ; les lois contre l’immigration , les lois concernant l’enfermement des mineurs et leur responsabilité pénale doivent notamment être immédiatement remplacées par un système législatif respectueux des droits de chacun-e dans la société française.",fr
fr,2007,vg,SORTIR L’IMMIGRATION DE LA TUTELLE DU MINISTÈRE DE L’INTÉRIEUR ET DE SA VISION POLICIÈRE,fr
fr,2007,vg,"La législation française concernant l’immigration est une des plus répressives et des plus inhumaines qui soit dans les démocraties qui nous entourent. Nous opposant fermement à ces politiques dites d’ « immigration choisie » ou de « quotas », qui font des étrangers une marchandise,",fr
fr,2007,vg,"nous souhaitons d’urgence mettre en place trois types de mesures pour changer radicalement l’approche de la France en la matière : donner le droit de vote à tous et toutes les résident-es en France ; régulariser le séjour de tous les sanspapiers, garantir un droit d’asile respectueux des droits humains fondamentaux.",fr
fr,2007,vg,"Le droit de vote et d’éligibilité doit être accordé aux résidents étrangers pour toutes les élections l faut rappeler que le 3 mai 2000, une proposition de loi constitutionnelle a été approuvée par l'Assemblée Nationale et transmise au Sénat.",fr
fr,2007,vg,Cette proposition de loi constitutionnelle qui donne le droit de vote et d'éligibilité aux résidents étrangers non communautaires dans les mêmes conditions qu’aux étrangers communautaires n'a jamais été mise à l’ordre du jour du Sénat.,fr
fr,2007,vg,"Alors qu'une majorité de nos concitoyens semble en accord avec le droit de vote aux élections locales, nous devons aller plus loin en revendiquant le droit de vote à toutes les élections.",fr
fr,2007,vg,"En attendant, il faut multiplier les expériences de Conseils de Résidents étrangers et des Commissions extra-municipales les accueillant.",fr
fr,2007,vg,Garantir le droit d'asile et l’élargir aux persécutions liées au sexe et au genre.,fr
fr,2007,vg,"Il est urgent de retrouver un véritable droit d'asile et de revenir à la pleine application de l'esprit de la Convention de Genève, en France et au niveau de l'Union Européenne.",fr
fr,2007,vg,"L'OFPRA doit être réellement indépendante (des ministères de l'intérieur et des Affaires étrangères), que cela concerne l'ensemble des documents demandés ou la transmission des décisions motivées.",fr
fr,2007,vg,La présence de représentants d'associations et de représentants du HCR au sein de l'OFPRA doit être garantie.,fr
fr,2007,vg,"Les demandeurs d'asile doivent pouvoir bénéficier de tous les moyens de se faire entendre (information sur leurs droits, délai très rapide d'enregistrement des demandes d'asile, interprète, aide d'avocat et de tierces personnes de leur choix, etc.) devant l’OFPRA, à l’instar de la commission de recours des réfugiés.",fr
fr,2007,vg,Les demandeurs d'asile ne doivent plus se retrouver dans la précarité.,fr
fr,2007,vg,"Ils doivent en conséquence disposer d’un vrai dispositif d'accueil et d'hébergement, du rétablissement de l'autorisation de travail et accéder aux droits sociaux de tous.",fr
fr,2007,vg,"Nous refusons absolument la notion d'“asile interne”, de “zones de protection”, de “pays sûrs”, notions floues permettant l'expulsion de demandeurs d'asile vers des zones dangereuses pour leur intégrité physique et morale.",fr
fr,2007,vg,"Nous voulons l’application réelle du droit d’asile aux victimes de discriminations violentes homophobes, transphobes, lesbophobes et sexistes (y compris dans le cas de mariage, d’ “esclavage domestique” ou de prostitution forcée) ainsi qu’aux personnes transgenres persécutées dans le pays d’origine et ce, sans considération sur les États dits sûrs.",fr
fr,2007,vg,Cette mesure impose une interprétation systématique de la Convention de Genève en ce sens.,fr
fr,2007,vg,Reconnaître la citoyenneté européenne de résidence.,fr
