country_iso3c	lang	qs_id	text	issue	position
SWE	swe	11420_200609_00185	1. EN STOR SPRÅKSATSNING GENOMFÖRS riktad mot vuxna invandrare som önskar förbättra sina kunskaper i svenska språket.	integration	supportive
SWE	swe	11420_200609_00186	En sådan satsning ska öppna för möjligheten att reparera följderna av den ofta undermåliga sfi-undervisningen (sfi = svenska för invandrare) som hittills erbjudits invandrade personer.	integration	supportive
SWE	swe	11420_200609_00187	Det är angeläget att andelen invandrare som går sfi ökar –	integration	supportive
SWE	swe	11420_200609_00188	idag tycks rätt många föredra att lära sig svenska på egen hand.	integration	supportive
SWE	swe	11420_200609_00189	Kvaliteten måste höjas	integration	supportive
SWE	swe	11420_200609_00194	2. NYSTARTJOBB BLIR STARTJOBB FÖR ARBETSLÖSA i syfte att ge dem en direkt möjlighet att komma in på arbetsmarknaden.	integration	supportive
SWE	swe	11420_200609_00199	i syfte att öppna arbetsmarknaden för alla.	integration	supportive
SWE	swe	11420_200609_00200	Skadeståndsbeloppet vid all arbetsmarknadsrelaterad diskriminering ska höjas substantiellt till minst ett års förlorad arbetsinkomst.	integration	supportive
SWE	swe	11420_200609_00201	För att bekämpa den etniska bortsorteringen som uppenbarligen förekommer på den svenska arbetsmarknaden	integration	supportive
SWE	swe	11420_200609_00202	vill vi snarast inleda försöksverksamhet med avidentifiering av ansökningshandlingar i personalrekrytering för offentliga arbetsgivare.	integration	supportive
SWE	swe	11420_200609_00209	Det skapar förankring och starka incitament hos de boende att förbättra sin omgivande boendemiljö.	integration	supportive
SWE	swe	11420_200609_00210	Nu- varande stopplagar för ombildning av hyresrätter till bostadsrätter bör avskaffas.	integration	neutral
SWE	swe	11420_200609_00211	SATSNING PÅ SVENSKA SPRÅKET OCH SVERIGEKUNSKAP FÖR INVANDRADE BARN i syfte att hindra skolmisslyckanden.	integration	supportive
SWE	swe	11420_200609_00212	Den svenska skolan har stora generella problem	integration	sceptical
SWE	swe	11420_200609_00213	och just invandrarbarnens del i dessa problem ska inte överdrivas	integration	supportive
SWE	swe	11420_200609_00214	– en jämförelse mellan stora grupper visar att invandrarflickor klarar sig bättre i skolan än svenskfödda pojkar,	integration	supportive
SWE	swe	11420_200609_00215	vilket illustrerar att det finns andra faktorer än invandring av betydelse i sammanhanget.	integration	supportive
SWE	swe	11420_200609_00216	En grupp som av naturliga skäl har en del extra problem är barn som kommer till Sverige under skolåldern.	integration	neutral
SWE	swe	11420_200609_00217	Barn i den gruppen får alltför ofta stora problem i skolan.	integration	neutral
SWE	swe	11420_200609_00218	För denna grupp ska ett tilläggsprogram erbjudas	integration	supportive
SWE	swe	11420_200609_00219	med möjlighet att få bättre kunskaper i svenska språket och om Sverige överhuvudtaget.	integration	supportive
SWE	swe	11420_200609_00220	Regelbundna kontroller av språkutvecklingen ska införas	integration	supportive
SWE	swe	11420_200609_00221	och tilläggsprogrammet ska bli obligatoriskt om skolan bedömer att språkutvecklingen inte är tillfredsställande.	integration	sceptical
SWE	swe	11420_200609_00222	FLER SPRÅKFÖRSKOLOR I SEGREGERADE OMRÅDEN bör startas	integration	supportive
SWE	swe	11420_200609_00223	i syfte att erbjuda invandrade barn och barn med annat modersmål möjlighet att förbättra sina språkfärdigheter i svenska.	integration	supportive
SWE	swe	11420_200609_00224	FLER NÄRPOLISSTATIONER I UTANFÖRSKAPSOMRÅDENA.	integration	sceptical
SWE	swe	11420_200609_00225	Närpolis- reformens ursprungliga intentioner ska följas.	integration	supportive
SWE	swe	11420_200609_00240	Rekrytering av poliser som har annan etnisk bakgrund än svensk ska ökas;	integration	supportive
SWE	swe	11420_200609_00242	misstänksamheten mot polisen bland barn och ungdomar ska brytas	integration	supportive
SWE	swe	11420_200609_00245	socialsekreterartjänster ska inrättas vid polisstationerna i utsatta områden i syfte att påskynda hjälpinsatserna vid polisingripanden.	immigration	sceptical
SWE	swe	11420_200609_00246	REGLER FÖR UTVISNING FÖRTYDLIGAS OCH ÅTERRESEFÖRBUDET SKÄRPS.	immigration	sceptical
SWE	swe	11420_200609_00247	En utredning ska tillsättas i syfte att precisera utlänningslagens utvisningsregler.	immigration	sceptical
SWE	swe	11420_200609_00248	Mycket tyder på att dagens system missbrukas av personer som vill ha Sverige som bas för brottslig verksamhet	integration	sceptical
SWE	swe	11420_200609_00249	och bara bryr sig om barn och andra anhöriga i Sverige när dessa åberopas som bevis på anknytning till landet.	integration	supportive
SWE	swe	11420_200609_00250	En uppenbar brist i vår lagstiftning är att det inte finns några bestämmelser om när frågan om utvisning ska tas upp till prövning.	immigration	sceptical
SWE	swe	11420_200609_00251	Eftersom den avgörande skillnaden mellan medborgarskap och permanent uppehållstillstånd, förutom rätten att rösta i riksdagsval, är möjligheten att bli utvisad, anser vi att det naturliga är att frågan om utvisning alltid ska prövas när en person utan svenskt medborgarskap döms för ett grovt brott.	immigration	sceptical
SWE	swe	11420_200609_00252	Tiden för återvändandeförbudet bör normalt vara längre än idag.	integration	sceptical
SWE	swe	11420_200609_00253	Skyddet för brottsoffret ska prioriteras när beslut tas om utvisning och återreseförbud.	integration	sceptical
SWE	swe	11420_200609_00254	OMFATTANDE INSATSER SKA GÖRAS MOT HEDERSVÅLD OCH ANDRA KRÄNKNINGAR AV INDIVIDENS INTEGRITET..	immigration	sceptical
SWE	swe	11420_200609_00259	– särskilt om betydelsen av jämställdhet, barnens rättigheter och respekten för individens integritet –	integration	supportive
SWE	swe	11420_200609_00260	ska ges åt alla de som flyr eller flyttar till Sverige.	immigration	supportive
SWE	swe	11420_200609_00261	Informationsmaterialet ska översättas till de språk som våra stora flykting- och invandrargrupper talar	integration	supportive
SWE	swe	11420_200609_00262	och användas som obligatoriskt undervisningsmaterial inom ramen för svenska för invandrare, sfi.	integration	sceptical
SWE	swe	11420_200609_00263	SPRÅKKRAV FÖR MEDBORGARSKAP BÖR INFÖRAS.	integration	sceptical
SWE	swe	11420_200609_00264	DE FÖRSLAG SOM FRAMFÖRTS OM SÄRLAGSTIFTNING FÖR MUSLIMER MÅSTE AVVISAS TYDLIGT	integration	sceptical
SWE	swe	11420_200609_00487	Folkpartiet anser att Sverige ska föra en tydlig politik för demokrati och mänskliga rättigheter.	integration	neutral
SWE	swe	11420_200609_00488	Den internationella solidariteten	immigration	neutral
SWE	swe	11420_200609_00490	BISTÅND FÖR DEMOKRATI OCH SÄKERHET. Enprocentsmålet ska gälla.	immigration	neutral
SWE	swe	11520_200609_00057	för att underlätta för små företag	integration	supportive
SWE	swe	11520_200609_00059	och invandrare	integration	supportive
SWE	swe	11520_200609_00061	En god infrastruktur är en nödvändighet i vårt vidsträckta land.	integration	supportive
SWE	swe	11520_200609_00084	Statusen för medborgarskap ska höjas,	integration	supportive
SWE	swe	11520_200609_00086	Alla som blir myndiga och som beviljas svenskt medborgarskap ska få en medborgarbok, som beskriver våra rättigheter, skyldigheter och vårt ansvar.	integration	supportive
SWE	swe	11520_200609_00088	som syftar till att stimulera till ett fördjupat samtal kring etik, människosyn, hederlighet, personligt ansvar och jämställdhet.	integration	supportive
SWE	swe	11520_200609_00110	öppnare gränser	immigration	supportive
SWE	swe	11620_200609_00052	Unga invandrarkillar ska kunna känna sig lika välkomna som andra på krogar och uteställen.	integration	supportive
SWE	swe	11620_200609_00053	Tidiga och tydliga insatser ska prägla rättssamhällets arbete	integration	sceptical
SWE	swe	11620_200609_00086	genom människor med olika erfarenheter, härkomst och kulturell och religiös identitet.	integration	supportive
SWE	swe	11620_200609_00242	En avgörande faktor för att hantera globaliseringens och demografins utmaningar är att förbättra integrationen	immigration	supportive
SWE	swe	11620_200609_00243	och öka möjligheterna till rörlighet över gränserna.	integration	supportive
SWE	swe	11620_200609_00244	I detta avseende bör rådet dra lärdomar av olika länders integrationsarbete utifrån ett brett perspektiv,	integration	supportive
SWE	swe	11620_200609_00245	inrymmande även språkkunskapernas betydelse för medborgarskap och värdet av en blandad arbetskrafts- och flyktinginvandring	integration	supportive
SWE	swe	11620_200609_00246	för att underlätta en fungerande integration i Sverige.	integration	supportive
SWE	swe	11620_200609_00247	Ett förslag som ska värderas är att införa ett green card-system för arbetskraftsinvandring i Sverige.	immigration	supportive
SWE	swe	11620_200609_00248	Arbetet i globaliseringsrådet ska präglas av ett engagemang för Sverige som ligger bortom partipolitikens ibland konfliktorienterade och kortsiktiga hållning.	immigration	supportive
SWE	swe	11620_200609_00270	Bland dem som befinner sig allra längst från arbetsmarknaden finns många kvinnor med utländsk bakgrund.	integration	supportive
SWE	swe	11620_200609_00292	All diskriminering på grund av kön, etnisk eller religiös tillhörighet, sexuell läggning, ålder, social position eller funktionshinder måste bekämpas.	integration	supportive
SWE	swe	11620_200609_00329	Var femte person som bor i Sverige har utländsk bakgrund. Vi vill leva i ett öppet samhälle som präglas av gemenskap och mångfald.	integration	supportive
SWE	swe	11620_200609_00330	En genomgående linje i vår integrationspolitik är att riva hinder och öppna möjligheter.	integration	supportive
SWE	swe	11620_200609_00331	Invandrare ska respekteras som individer och inte betraktas som ett homogent kollektiv.	immigration	supportive
SWE	swe	11620_200609_00332	Det behövs inte mer kontroll eller lägre bidrag för just invandrare,	integration	supportive
SWE	swe	11620_200609_00333	utan en politik som frigör människors inneboende kraft.	integration	supportive
SWE	swe	11620_200609_00335	och för ett samhälle som präglas av gemenskap och samhörighet,	integration	supportive
SWE	swe	11620_200609_00336	där ingen grupp ställs åt sidan eller diskrimineras.	integration	supportive
SWE	swe	11620_200609_00337	Den svenska integrationspolitiken har misslyckats. Alltför många har alltför svårt att ta sig in i samhällslivet och på arbetsmarknaden.	integration	sceptical
SWE	swe	11620_200609_00338	Svenskundervisningen för nyanlända invandrare uppvisar dåliga resultat,	integration	supportive
SWE	swe	11620_200609_00339	och många deltar inte i utbildningen.	integration	neutral
SWE	swe	11620_200609_00340	Klyftorna vidgas socialt och ekonomiskt.	integration	supportive
SWE	swe	11620_200609_00341	Sverige ska vara ett land av möjligheter för alla.	integration	supportive
SWE	swe	11620_200609_00342	De bästa vägarna till integration är arbete och språkkunskaper.	integration	supportive
SWE	swe	11620_200609_00343	Vi vill förbättra integrationen på arbetsmarknaden och motverka diskriminering.	immigration	neutral
SWE	swe	11620_200609_00344	Nystartsjobb ska gälla under de tre första åren i Sverige för dem som beviljats uppehållstillstånd.	integration	supportive
SWE	swe	11620_200609_00345	Vi vill också öppna för ett system med lärlingsintroduktion.	integration	supportive
SWE	swe	11620_200609_00346	Det är viktigt att invandrare erbjuds en god språkutbildning.	integration	supportive
SWE	swe	11620_200609_00347	Vi vill öka valfriheten och ersätta dagens svenska för invandrare (SFI) med en utbildningspeng där var och en själv kan välja utbildare.	integration	supportive
SWE	swe	11620_200609_00348	Idag får endast 25 procent av de nyanlända flyktingarna sin utbildning värderad och ännu färre har fått sin yrkeserfarenhet validerad efter två år i introduktion.	integration	supportive
SWE	swe	11620_200609_00350	Också bedömningen av praktiska yrkeskunskaper måste förbättras, t.ex. genom fristående yrkesprov.	integration	supportive
SWE	swe	11620_200609_00362	Många kommuner har under senare år infört så kallade medborgarskapsceremonier. Det är en utveckling som vi vill uppmuntra.	integration	supportive
SWE	swe	11620_200609_00363	Krafttag måste tas i kampen mot den etniska bortsorteringen på den svenska arbetsmarknaden.	integration	supportive
SWE	swe	11620_200609_00364	Därför krävs en tydlig, effektiv och samlad lagstiftning mot diskriminering.	integration	neutral
SWE	swe	11620_200609_00366	En väg att minska risken för diskriminering i arbetslivet är att använda ett anonymiserat anställningsförfarande.	integration	supportive
SWE	swe	11620_200609_00368	Även om de allra flesta invandrare inte begår brott är andelen brottslingar bland utlandsfödda dubbelt så stor som bland inrikes födda.	integration	sceptical
SWE	swe	11620_200609_00369	Det är ett socialt problem, som behöver tas på större allvar.	integration	sceptical
SWE	swe	11620_200609_00370	Utlandsfödda är överrepresenterade bland brottsoffren varför en nedgång i brottsligheten har störst positiv effekt för invandrarna.	integration	neutral
SWE	swe	11620_200609_00371	Huvudvägen att bekämpa brottslighet är alltid att undanröja sociala orsaker.	integration	supportive
SWE	swe	11620_200609_00373	Vid allvarliga brott bör huvudregeln vara att utländska medborgare ska dömas till utvisning.	integration	neutral
SWE	swe	11620_200609_00395	Föräldrars utbildningsnivå och utanförskap får inte tillåtas avgöra barnens chanser att klara skolan.	integration	neutral
SWE	swe	11620_200609_00413	Två av tre av dessa har svensk bakgrund, en av tre utländsk.	immigration	sceptical
SWE	swe	11620_200609_00663	liksom terrorism.	immigration	supportive
SWE	swe	11620_200609_00841	och att skadlig protektionism undanröjs.	immigration	supportive
SWE	swe	11810_200609_00055	Större flexibilitet ska förenas med ett stärkt rättsligt skydd för den enskilde mot diskriminerande behandling.	integration	supportive
SWE	swe	11810_200609_00111	Statens uppgift är att ge likvärdiga förutsättningar, anpassat efter lokala villkor, eftersom behoven är olika i storstädernas förorter, i landets städer och på landsbygden.	integration	supportive
SWE	swe	11810_200609_00112	Sverige ska vara ett öppet land. Ett öppet samhälle byggt på jämställdhet, respekt och ansvar för människors rättigheter och möjligheten att försörja sig och leva sina egna liv. Sverige ska vara ett samhälle som värnar våra gemensamma värden, respekt, humanism, demokrati och tolerans.	immigration	supportive
SWE	swe	11810_200609_00114	Då vi människor lever allt längre men arbetar allt färre år behöver vi fler som lever och bor här i framtiden och bidrar med nya idéer.	integration	supportive
SWE	swe	11810_200609_00115	Därför bör Sverige öppna upp för reglerad arbetskraftsinvandring för människor som kan och vill komma hit och jobba och försörja sig själva.	immigration	supportive
SWE	swe	11810_200609_00116	Ett system med ”gröna kort” kan göra Sverige till ett attraktivt land att arbeta och utveckla idéer i.	immigration	supportive
SWE	swe	11810_200609_00117	Alla som söker asyl i Sverige ska respekteras av det svenska samhället redan när de anländer.	immigration	neutral
SWE	swe	11810_200609_00118	Asylsökande ska bli informerade om sina rättigheter och skyldigheter	integration	supportive
SWE	swe	11810_200609_00119	och via arbetsplatspraktik och utbildning få en relevant undervisning i svenska språket och kontakt med det svenska samhället.	integration	supportive
SWE	swe	11810_200609_00120	Jobb är vägen till integration och självkänsla för den som får stanna.	integration	supportive
SWE	swe	11810_200609_00147	All diskriminering på grund av kön,	integration	supportive
SWE	swe	11810_200609_00148	etnisk tillhörighet,	integration	neutral
SWE	swe	11810_200609_00168	Samhället får inte blunda för att det finns stora grupper barn och ungdomar som har det mycket svårt.	integration	neutral
SWE	swe	11810_200609_00169	De drabbas av en ofullkomlig flyktingpolitik, föräldrars missbruk, misshandel och vuxenvärldens oförmåga att ge trygghet.	integration	sceptical
SWE	swe	11810_200609_00170	Sverige har skrivit på FN:s barnkonvention.	integration	supportive
SWE	swe	11110_201009_00206	lagstiftningen mot diskriminering ska skärpas.	integration	supportive
SWE	swe	11110_201009_00208	De lokala antidiskrimineringsbyråerna ska stärkas.	integration	supportive
SWE	swe	11110_201009_00214	när barn har ett annat modersmål än svenska är att satsa mer på modersmålsundervisning.	integration	supportive
SWE	swe	11110_201009_00216	Vi vill också ha en utökad ämnesundervisning på modersmålet.	integration	supportive
SWE	swe	11110_201009_00217	Nyanlända ska snabbare kunna lära sig svenska,	integration	supportive
SWE	swe	11110_201009_00218	validera eller komplettera sin utbildning och få jobb.	integration	supportive
SWE	swe	11110_201009_00219	Vi vill att studierna i svenska ska kombineras med praktik.	integration	neutral
SWE	swe	11110_201009_00220	Vi vill höja kvaliteten i svenska som andraspråk.	integration	supportive
SWE	swe	11110_201009_00221	Vi vill att universitet och högskolor ska erbjuda kurser i svenska för dem med akademisk utbildning som kommer till Sverige.	integration	supportive
SWE	swe	11110_201009_00254	Vi vill skapa fler lagliga vägar för migration till eU.	immigration	supportive
SWE	swe	11110_201009_00255	en mer human flyktingpolitik behövs.	immigration	neutral
SWE	swe	11110_201009_00256	Det har länge funnits brister i den svenska migrationsprocessen, därför vill vi genomföra en amnesti för papperslösa.	immigration	supportive
SWE	swe	11110_201009_00257	barnets bästa ska sättas främst i all bedömning av flyktingärenden.	immigration	supportive
SWE	swe	11110_201009_00258	papperslösa ska ha rätt till vård och skola.	integration	supportive
SWE	swe	11220_201009_00024	där intolerans	integration	supportive
SWE	swe	11220_201009_00025	och rasism växer sig starkare.	integration	neutral
SWE	swe	11220_201009_00048	Om fyra år ska Sverige vara ett mer demokratiskt samhälle.	integration	supportive
SWE	swe	11220_201009_00049	I vår framtidsvision är samhället fritt från rasism	integration	supportive
SWE	swe	11220_201009_00050	och Sverige har en human och rättssäker flyktingpolitik	immigration	supportive
SWE	swe	11220_201009_00051	som uppfyller internationella konventioner.	integration	neutral
SWE	swe	11220_201009_00052	Vi vill föra en utrikes och säkerhetspolitik för rättvisa.	immigration	supportive
SWE	swe	11320_201009_00063	Fler nyanlända	integration	supportive
SWE	swe	11320_201009_00099	Alla arbetstagare ska behandlas lika, oavsett om de kommer från Ronneby, Riga eller Rotterdam.	integration	supportive
SWE	swe	11320_201009_00101	Alla tjänar på att människor inte begränsas av bakgrund eller kön.	integration	supportive
SWE	swe	11320_201009_00221	Skillnaderna ökar, både inom städerna och mellan stad och land.	integration	neutral
SWE	swe	11320_201009_00223	Rädslan ökar och därmed främlingsfientligheten.	integration	supportive
SWE	swe	11420_201009_00171	De stipendieprogram som skapas i samband med att avgifter för tredjelandsstudenter bör dels bli fler, dels omfatta fler länder.	integration	supportive
SWE	swe	11420_201009_00182	Likaså är situationen för invandrare problematisk på arbetsmarknaden.	integration	neutral
SWE	swe	11420_201009_00183	Det tar alldeles för lång tid för en människa som har flytt till Sverige att komma i sysselsättning.	integration	supportive
SWE	swe	11420_201009_00184	Alltför många fastnar i passivitet och utanförskap.	integration	sceptical
SWE	swe	11420_201009_00185	Nycklarna till en lyckad integration är jobb	integration	supportive
SWE	swe	11420_201009_00186	och kunskaper i svenska språket.	integration	neutral
SWE	swe	11420_201009_00187	Utgångspunkten för vår arbetsmarknadspolitik är att alla kan bidra.	integration	supportive
SWE	swe	11420_201009_00322	Den som flyr undan förföljelse ska kunna få en fristad i vårt land.	immigration	supportive
SWE	swe	11420_201009_00323	Och väldigt många av dem som har flytt eller invandrat till vårt land har lyckats	immigration	neutral
SWE	swe	11420_201009_00324	– de har fått jobb	integration	supportive
SWE	swe	11420_201009_00330	När vi tog över landet tog det i snitt sju år för en nyanländ person att få sitt första jobb.	integration	supportive
SWE	swe	11420_201009_00331	I kölvattnet på den misslyckade integrationen följer ett socialt utanförskap och en isolering som ibland präglar hela stadsdelar och även förs vidare till nästa generation.	integration	neutral
SWE	swe	11420_201009_00332	Integrationen är en av våra största framtidsutmaningar.	integration	sceptical
SWE	swe	11420_201009_00333	I en globaliserad värld har vi människor i vårt land som talar i princip alla världens språk	integration	neutral
SWE	swe	11420_201009_00334	. En lyckad integration	integration	supportive
SWE	swe	11420_201009_00335	där vi ser till att människors potential tas tillvara kan vara en av de viktigaste framgångsfaktorerna för vårt land.	integration	supportive
SWE	swe	11420_201009_00336	Vi vet att jobb	integration	supportive
SWE	swe	11420_201009_00337	och kunskaper i svenska	integration	supportive
SWE	swe	11420_201009_00338	är de viktigaste nycklarna till att på riktigt komma in i det svenska samhället.	integration	supportive
SWE	swe	11420_201009_00339	En human och solidarisk flyktingpolitik.	immigration	supportive
SWE	swe	11420_201009_00340	Den som flyr undan förföljelse och förtryck ska ges en fristad i Sverige. Sverige ska föra en human och rättssäker flyktingpolitik och asylrätten ska värnas i Sverige och Europa.	immigration	supportive
SWE	swe	11420_201009_00341	Sverige ska vara öppet för arbetskraftsinvandring.	immigration	supportive
SWE	swe	11420_201009_00342	Folkpartiet var pådrivande för den öppning för arbetskraftsinvandring som Alliansregeringen har genomfört	immigration	supportive
SWE	swe	11420_201009_00343	– den som får ett arbete i vårt land ska ges en möjlighet att komma hit och arbeta.	immigration	supportive
SWE	swe	11420_201009_00344	Öppningen för arbetskraftsinvandring kan också bidra till att avlasta asylsystemet då det inte längre finns bara en väg in i Sverige.	immigration	supportive
SWE	swe	11420_201009_00345	Förbättra rättssäkerheten för asylsökande.	immigration	supportive
SWE	swe	11420_201009_00346	Låt de asylsökandes offentliga ombud utses av domstolarna,	immigration	neutral
SWE	swe	11420_201009_00347	och skilj mottagandeverksamheten från Migrationsverket.	integration	supportive
SWE	swe	11420_201009_00348	Alla kommuner ska dela på ansvaret.	immigration	supportive
SWE	swe	11420_201009_00349	Flyktingpolitiken är gemensam för vårt land och ansvaret ska delas mellan alla Sveriges kommuner.	integration	neutral
SWE	swe	11420_201009_00350	Om det blir nödvändigt ska det i sista hand vara möjligt att tvinga kommuner som tidigare inte har tagit ansvar att teckna avtal om flyktingmottagande.	immigration	supportive
SWE	swe	11420_201009_00351	Vård och skolgång till papperslösa.	integration	supportive
SWE	swe	11420_201009_00352	Sverige ska ha reglerad invandring, men den som vistas i Sverige utan papper behöver ökad möjlighet till sjukvård.	immigration	supportive
SWE	swe	11420_201009_00353	Barn till papperslösa ska inte straffas genom att nekas skolgång.	integration	supportive
SWE	swe	11420_201009_00355	och svenskkunskaper är nyckeln till integration.	integration	supportive
SWE	swe	11420_201009_00356	Integration handlar om egenmakt över den egna tillvaron.	immigration	neutral
SWE	swe	11420_201009_00357	Alla har samma ansvar att försörja sig själva oavsett varifrån man kommer.	integration	supportive
SWE	swe	11420_201009_00358	Vår liberala integrationspolitik handlar om att ge individen redskap	integration	supportive
SWE	swe	11420_201009_00360	Mediantiden från uppehållstillstånd till arbete är sju år för nyanlända invandrare. Det är orimligt.	integration	supportive
